total_std_bin,total_std_lo,total_std_hi,pred_bin,pred_lo,pred_hi,n,mean_alpha,std_alpha,mean_GT,mean_pred,mean_total_std,axis
0,0.0,0.01,1,-0.57,-0.5199999999999999,188,0.4770153760910034,0.5930975079536438,-0.536704957485199,-0.5333326458930969,0.011073327623307705,x
0,0.0,0.01,2,-0.5199999999999999,-0.46999999999999986,456,0.37674519419670105,0.8126813769340515,-0.5023731589317322,-0.49380165338516235,0.04983169585466385,x
0,0.0,0.01,3,-0.46999999999999986,-0.4199999999999998,552,-0.08628245443105698,1.0034376382827759,-0.4512605667114258,-0.44539543986320496,0.02731330320239067,x
0,0.0,0.01,4,-0.4199999999999998,-0.3699999999999998,3460,0.45234692096710205,3.3964991569519043,-0.38621628284454346,-0.38211968541145325,0.008901933208107948,x
0,0.0,0.01,5,-0.3699999999999998,-0.31999999999999973,3906,-0.906495988368988,2.386408567428589,-0.34275099635124207,-0.3448021113872528,0.007372790481895208,x
0,0.0,0.01,6,-0.31999999999999973,-0.2699999999999997,3671,-0.7482667565345764,2.357637405395508,-0.29255974292755127,-0.2948639690876007,0.007658207323402166,x
0,0.0,0.01,7,-0.2699999999999997,-0.21999999999999964,3662,-1.219570517539978,3.0115013122558594,-0.24230657517910004,-0.24511274695396423,0.007947164587676525,x
0,0.0,0.01,8,-0.21999999999999964,-0.1699999999999996,3587,-0.9385336637496948,3.6589505672454834,-0.1931590735912323,-0.19504500925540924,0.00806245394051075,x
0,0.0,0.01,9,-0.1699999999999996,-0.11999999999999955,3529,-0.22476741671562195,5.010096073150635,-0.14433084428310394,-0.14507468044757843,0.007962232455611229,x
0,0.0,0.01,10,-0.11999999999999955,-0.06999999999999951,3538,-0.3197549879550934,8.956338882446289,-0.0939629003405571,-0.0949062705039978,0.008395126089453697,x
0,0.0,0.01,11,-0.06999999999999951,-0.019999999999999463,3582,-1.1786218881607056,20.431856155395508,-0.04349321871995926,-0.04451527073979378,0.008578402921557426,x
0,0.0,0.01,12,-0.019999999999999463,0.030000000000000582,3732,-1.1437315940856934,170.40594482421875,0.005559760611504316,0.005170037969946861,0.008289624005556107,x
0,0.0,0.01,13,0.030000000000000582,0.08000000000000063,3816,-0.44166767597198486,18.202722549438477,0.05511995777487755,0.055045634508132935,0.008156715892255306,x
0,0.0,0.01,14,0.08000000000000063,0.13000000000000067,3802,-1.55504310131073,8.53596019744873,0.10444382578134537,0.10510319471359253,0.0077383494935929775,x
0,0.0,0.01,15,0.13000000000000067,0.18000000000000071,3877,-1.3040307760238647,6.588428020477295,0.15472954511642456,0.15493977069854736,0.007435849402099848,x
0,0.0,0.01,16,0.18000000000000071,0.23000000000000076,3889,-1.3159624338150024,5.427733898162842,0.20390550792217255,0.20531412959098816,0.007979504764080048,x
0,0.0,0.01,17,0.23000000000000076,0.2800000000000008,3846,-1.192339301109314,4.765688419342041,0.2529992461204529,0.25484782457351685,0.008087552152574062,x
0,0.0,0.01,18,0.2800000000000008,0.33000000000000085,4229,-1.07477605342865,3.716243028640747,0.30410438776016235,0.30638641119003296,0.00781852938234806,x
0,0.0,0.01,19,0.33000000000000085,0.3800000000000009,12618,-1.7027051448822021,2.7601654529571533,0.3648843467235565,0.36738380789756775,0.004447305109351873,x
0,0.0,0.01,20,0.3800000000000009,0.43000000000000094,3792,-1.9099693298339844,2.767639636993408,0.3880808353424072,0.38889145851135254,0.005775001831352711,x
0,0.0,0.01,21,0.43000000000000094,0.480000000000001,543,0.059821855276823044,1.7943254709243774,0.4555092751979828,0.4554518759250641,0.018691198900341988,x
0,0.0,0.01,22,0.480000000000001,0.530000000000001,504,0.7037084698677063,1.1480144262313843,0.5094481110572815,0.5030787587165833,0.030034909024834633,x
0,0.0,0.01,23,0.530000000000001,0.5800000000000011,165,0.38716867566108704,1.183901309967041,0.5464925169944763,0.5430241227149963,0.028262510895729065,x
1,0.01,0.05,1,-0.57,-0.5199999999999999,97,0.6965042948722839,0.4462887942790985,-0.5416980981826782,-0.536314845085144,0.01363489218056202,x
1,0.01,0.05,2,-0.5199999999999999,-0.46999999999999986,214,0.4438779950141907,0.3551437556743622,-0.5100749135017395,-0.49308308959007263,0.09918149560689926,x
1,0.01,0.05,3,-0.46999999999999986,-0.4199999999999998,304,0.6240887641906738,0.9599237442016602,-0.4578334391117096,-0.44550397992134094,0.044838182628154755,x
1,0.01,0.05,4,-0.4199999999999998,-0.3699999999999998,579,0.7801380753517151,4.934505939483643,-0.4106491804122925,-0.39200007915496826,0.03220367804169655,x
1,0.01,0.05,5,-0.3699999999999998,-0.31999999999999973,583,-1.3824024200439453,2.714101552963257,-0.33695024251937866,-0.3423950672149658,0.01581042818725109,x
1,0.01,0.05,6,-0.31999999999999973,-0.2699999999999997,519,-2.091621160507202,1.6963019371032715,-0.2849723696708679,-0.29566264152526855,0.019122621044516563,x
1,0.01,0.05,7,-0.2699999999999997,-0.21999999999999964,514,-1.9893662929534912,2.5004026889801025,-0.23483575880527496,-0.2448229342699051,0.020738400518894196,x
1,0.01,0.05,8,-0.21999999999999964,-0.1699999999999996,538,-2.3730363845825195,3.7694404125213623,-0.18612802028656006,-0.19433043897151947,0.020229507237672806,x
1,0.01,0.05,9,-0.1699999999999996,-0.11999999999999955,504,-2.571486711502075,5.303101062774658,-0.1393689513206482,-0.14487820863723755,0.020031876862049103,x
1,0.01,0.05,10,-0.11999999999999955,-0.06999999999999951,479,-3.925840139389038,8.9491605758667,-0.08711639046669006,-0.09582820534706116,0.023925140500068665,x
1,0.01,0.05,11,-0.06999999999999951,-0.019999999999999463,586,-4.430526256561279,24.061893463134766,-0.036180514842271805,-0.042986370623111725,0.0226274523884058,x
1,0.01,0.05,12,-0.019999999999999463,0.030000000000000582,638,5.9077558517456055,160.15687561035156,0.010103928856551647,0.004031630698591471,0.02035919949412346,x
1,0.01,0.05,13,0.030000000000000582,0.08000000000000063,636,4.171660423278809,13.402750015258789,0.05946321412920952,0.05506636202335358,0.019639182835817337,x
1,0.01,0.05,14,0.08000000000000063,0.13000000000000067,583,2.208623170852661,6.727365016937256,0.10936611145734787,0.10472483187913895,0.019026923924684525,x
1,0.01,0.05,15,0.13000000000000067,0.18000000000000071,545,4.584669589996338,5.490886211395264,0.16705317795276642,0.15545381605625153,0.018141305074095726,x
1,0.01,0.05,16,0.18000000000000071,0.23000000000000076,584,1.872534990310669,3.960446357727051,0.21025855839252472,0.20495298504829407,0.02123260125517845,x
1,0.01,0.05,17,0.23000000000000076,0.2800000000000008,516,2.099663019180298,3.9312007427215576,0.2605677545070648,0.2545008063316345,0.024833785369992256,x
1,0.01,0.05,18,0.2800000000000008,0.33000000000000085,562,0.8578632473945618,3.823451519012451,0.30743885040283203,0.305299311876297,0.02342977374792099,x
1,0.01,0.05,19,0.33000000000000085,0.3800000000000009,586,-0.5053970813751221,4.762951850891113,0.3465180993080139,0.35589274764060974,0.019953126087784767,x
1,0.01,0.05,20,0.3800000000000009,0.43000000000000094,414,0.21776774525642395,4.7769927978515625,0.41019636392593384,0.40168073773384094,0.024593230336904526,x
1,0.01,0.05,21,0.43000000000000094,0.480000000000001,351,-0.3358479142189026,2.073195219039917,0.4549121856689453,0.45583420991897583,0.025098266080021858,x
1,0.01,0.05,22,0.480000000000001,0.530000000000001,350,0.49309954047203064,1.2705351114273071,0.5114458203315735,0.5040717124938965,0.03957371041178703,x
1,0.01,0.05,23,0.530000000000001,0.5800000000000011,165,0.38716867566108704,1.183901309967041,0.5464925169944763,0.5430241227149963,0.028262510895729065,x
2,0.05,0.2,2,-0.5199999999999999,-0.46999999999999986,105,0.36551138758659363,0.24151289463043213,-0.5238590240478516,-0.4939963221549988,0.18598558008670807,x
2,0.05,0.2,3,-0.46999999999999986,-0.4199999999999998,66,0.7502225041389465,1.0513948202133179,-0.4877847731113434,-0.44659268856048584,0.14493294060230255,x
2,0.05,0.2,4,-0.4199999999999998,-0.3699999999999998,75,1.1769782304763794,2.0797343254089355,-0.47047242522239685,-0.39574068784713745,0.13762417435646057,x
2,0.05,0.2,8,-0.21999999999999964,-0.1699999999999996,20,-0.173497274518013,0.6585638523101807,-0.1872100532054901,-0.18990400433540344,0.054668933153152466,x
2,0.05,0.2,9,-0.1699999999999996,-0.11999999999999955,27,1.891764521598816,4.622073173522949,-0.15470297634601593,-0.14609800279140472,0.05656159669160843,x
2,0.05,0.2,10,-0.11999999999999955,-0.06999999999999951,46,-4.997861385345459,9.804226875305176,-0.07369351387023926,-0.09472087025642395,0.0592268742620945,x
2,0.05,0.2,11,-0.06999999999999951,-0.019999999999999463,31,-4.045712471008301,13.713082313537598,-0.04482655972242355,-0.05670306086540222,0.05657660961151123,x
2,0.05,0.2,16,0.18000000000000071,0.23000000000000076,18,-3.8444464206695557,1.4985504150390625,0.1421632021665573,0.21405771374702454,0.09293367713689804,x
2,0.05,0.2,17,0.23000000000000076,0.2800000000000008,35,-2.0219454765319824,3.0895302295684814,0.21199478209018707,0.2586817741394043,0.09034527838230133,x
2,0.05,0.2,18,0.2800000000000008,0.33000000000000085,46,-1.5668343305587769,3.062839984893799,0.2501402497291565,0.3063221871852875,0.08414158970117569,x
2,0.05,0.2,19,0.33000000000000085,0.3800000000000009,22,-1.7345504760742188,2.981552839279175,0.2998819947242737,0.34263330698013306,0.06115308031439781,x
2,0.05,0.2,20,0.3800000000000009,0.43000000000000094,43,0.08218260109424591,2.434297561645508,0.4186796545982361,0.40662020444869995,0.07579755038022995,x
2,0.05,0.2,21,0.43000000000000094,0.480000000000001,47,0.23011839389801025,2.08992338180542,0.4579617381095886,0.4563544988632202,0.07601217180490494,x
2,0.05,0.2,22,0.480000000000001,0.530000000000001,89,0.588600218296051,0.8683267831802368,0.5257434844970703,0.5071478486061096,0.10024325549602509,x
2,0.05,0.2,23,0.530000000000001,0.5800000000000011,28,0.3029946982860565,0.5668095946311951,0.5470091104507446,0.5374399423599243,0.10117454081773758,x
3,0.2,0.4,2,-0.5199999999999999,-0.46999999999999986,44,0.2644437849521637,0.1460142284631729,-0.5372893810272217,-0.5015361905097961,0.27131181955337524,x
3,0.2,0.4,3,-0.46999999999999986,-0.4199999999999998,17,0.7181787490844727,0.5196821093559265,-0.5179228186607361,-0.4482412338256836,0.24370965361595154,x
3,0.2,0.4,4,-0.4199999999999998,-0.3699999999999998,15,1.3142378330230713,0.6277320384979248,-0.5305026173591614,-0.3988880515098572,0.2813144028186798,x
0,0.0,0.01,0,-inf,-0.52,182,0.7469288110733032,0.6294940114021301,-0.5614559054374695,-0.5555632710456848,0.028051642701029778,y
0,0.0,0.01,1,-0.52,-0.47000000000000003,129,0.9094101190567017,0.6688951253890991,-0.4970058500766754,-0.4954340159893036,0.02969697304069996,y
0,0.0,0.01,2,-0.47000000000000003,-0.42000000000000004,127,0.9560829997062683,0.8302396535873413,-0.44367659091949463,-0.44491374492645264,0.02996966801583767,y
0,0.0,0.01,3,-0.42000000000000004,-0.37000000000000005,378,-1.065258502960205,2.172301769256592,-0.3788151144981384,-0.3826112151145935,0.011790253221988678,y
0,0.0,0.01,4,-0.37000000000000005,-0.32000000000000006,1268,-2.1621971130371094,2.740612268447876,-0.33971479535102844,-0.3443670868873596,0.01073342002928257,y
0,0.0,0.01,5,-0.32000000000000006,-0.2700000000000001,1218,-3.180816411972046,3.2474122047424316,-0.29013121128082275,-0.29570290446281433,0.011977379210293293,y
0,0.0,0.01,6,-0.2700000000000001,-0.22000000000000008,2381,-0.2224186509847641,3.761059045791626,-0.24257822334766388,-0.2417297512292862,0.009429166093468666,y
0,0.0,0.01,7,-0.22000000000000008,-0.1700000000000001,2820,0.08784268796443939,3.5181174278259277,-0.19725142419338226,-0.19496192038059235,0.010289188474416733,y
0,0.0,0.01,8,-0.1700000000000001,-0.1200000000000001,2878,0.7394245266914368,5.36847448348999,-0.14925283193588257,-0.14470519125461578,0.012784304097294807,y
0,0.0,0.01,9,-0.1200000000000001,-0.07000000000000012,2940,0.6753388047218323,8.292441368103027,-0.09866779297590256,-0.09497667849063873,0.0149180106818676,y
0,0.0,0.01,10,-0.07000000000000012,-0.02000000000000013,2887,4.680124759674072,20.351451873779297,-0.050293173640966415,-0.0450446754693985,0.01908700354397297,y
0,0.0,0.01,11,-0.02000000000000013,0.029999999999999805,2790,-6.3937506675720215,160.97633361816406,-0.001285637030377984,0.005147581920027733,0.023061564192175865,y
0,0.0,0.01,12,0.029999999999999805,0.07999999999999985,3054,-10.009825706481934,15.930756568908691,0.047692425549030304,0.05512306094169617,0.022671418264508247,y
0,0.0,0.01,13,0.07999999999999985,0.1299999999999999,3024,-4.787871837615967,9.521698951721191,0.10163132846355438,0.10526571422815323,0.0235328059643507,y
0,0.0,0.01,14,0.1299999999999999,0.17999999999999983,3146,-4.183585166931152,6.05413293838501,0.15023580193519592,0.1551736444234848,0.022118112072348595,y
0,0.0,0.01,15,0.17999999999999983,0.22999999999999976,3274,-3.585742712020874,4.61616325378418,0.20086434483528137,0.20521573722362518,0.02040332369506359,y
0,0.0,0.01,16,0.22999999999999976,0.2799999999999998,3489,-2.438845634460449,3.1690430641174316,0.2508139908313751,0.2550598084926605,0.01891220360994339,y
0,0.0,0.01,17,0.2799999999999998,0.32999999999999985,22358,-1.5930052995681763,2.0694189071655273,0.31152909994125366,0.3141920268535614,0.007361615542322397,y
0,0.0,0.01,18,0.32999999999999985,0.3799999999999998,8912,-1.3919694423675537,2.3864266872406006,0.3425045609474182,0.34582531452178955,0.013450287282466888,y
0,0.0,0.01,19,0.3799999999999998,0.4299999999999997,4973,-0.17807172238826752,1.8171521425247192,0.3975020945072174,0.39811909198760986,0.01947285607457161,y
0,0.0,0.01,20,0.4299999999999997,0.47999999999999976,2000,-0.0070131924003362656,1.1556941270828247,0.4549362063407898,0.4528086483478546,0.03161662817001343,y
0,0.0,0.01,21,0.47999999999999976,0.5299999999999998,757,-0.22681087255477905,0.8321869969367981,0.49463939666748047,0.49503445625305176,0.013916300609707832,y
1,0.01,0.05,0,-inf,-0.52,167,0.6990155577659607,0.6339576840400696,-0.5637452602386475,-0.5578696727752686,0.029721641913056374,y
1,0.01,0.05,1,-0.52,-0.47000000000000003,44,0.6703618764877319,0.9080135226249695,-0.4986642599105835,-0.5023127198219299,0.07039977610111237,y
