axis,gt_lo,gt_hi,mean_GT,total_std_lo,total_std_hi,mean_total_std,n,mean_bias_DER,med_bias_DER,mean_bias_gs,med_bias_gs
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.0052161128260195255,0.009213105961680413,0.00809930544346571,358623,0.2571435868740082,0.1876692920923233,0.2573300898075104,0.1901921033859253
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.009213105961680413,0.011079099774360657,0.010126442648470402,358623,0.263227641582489,0.1754474639892578,0.26365530490875244,0.18289697170257568
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.011079099774360657,0.01340534295886755,0.012174353003501892,358623,0.26173877716064453,0.1905214935541153,0.2626394033432007,0.20396848022937775
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.01340534295886755,0.01694764569401741,0.015038062818348408,358623,0.27895939350128174,0.22619524598121643,0.27821698784828186,0.24918389320373535
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.01694764569401741,0.02335134893655777,0.019773701205849648,358622,0.2897301912307739,0.24492621421813965,0.2851000428199768,0.2864256501197815
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.02335134893655777,0.03742976337671279,0.02939991094172001,358623,0.3121859133243561,0.2843228578567505,0.3013157248497009,0.3273877799510956
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.03742976337671279,0.0742581456899642,0.05265452712774277,358623,0.3402583599090576,0.32901591062545776,0.32368940114974976,0.34085962176322937
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.0742581456899642,0.19016318619251257,0.12054239213466644,358623,0.3676031231880188,0.4071083962917328,0.33999672532081604,0.3447488248348236
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.19016318619251257,0.7237040638923653,0.3792215585708618,358623,0.3812461197376251,0.43510282039642334,0.34526607394218445,0.3467380404472351
x,-0.3699999999999998,-0.31999999999999973,-0.34529978036880493,0.7237040638923653,510.8359680175781,4.355130195617676,358622,0.4117249548435211,0.4906567931175232,0.34880220890045166,0.34747761487960815
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.005415064748376608,0.00898684486746788,0.007951919920742512,344871,0.22154416143894196,0.16541479527950287,0.22182796895503998,0.16801446676254272
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.00898684486746788,0.010571122728288173,0.009779142215847969,344870,0.23269230127334595,0.15713712573051453,0.2328849881887436,0.16244280338287354
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.010571122728288173,0.012375776842236518,0.011430938728153706,344871,0.22621458768844604,0.16808365285396576,0.22693970799446106,0.17397943139076233
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.012375776842236518,0.014914792031049728,0.013559574261307716,344869,0.23733636736869812,0.19816704094409943,0.23694419860839844,0.20736472308635712
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.014914792031049728,0.019051747396588326,0.016792627051472664,344871,0.24528641998767853,0.19787417352199554,0.24216380715370178,0.21590496599674225
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.019051747396588326,0.027117436751723286,0.022533031180500984,344871,0.25540024042129517,0.2192944586277008,0.24764633178710938,0.24780744314193726
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.027117436751723286,0.04747956991195677,0.03569638729095459,344870,0.28620806336402893,0.26945340633392334,0.2734382152557373,0.2871316075325012
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.04747956991195677,0.11304628998041158,0.07311609387397766,344871,0.3196149468421936,0.3345472514629364,0.2959194779396057,0.2961413860321045
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.11304628998041158,0.46496127247810376,0.23413066565990448,344870,0.32809945940971375,0.3584827184677124,0.2977057099342346,0.2970603108406067
x,-0.31999999999999973,-0.2699999999999997,-0.29503628611564636,0.46496127247810376,397.6875,3.356477737426758,344870,0.3600584864616394,0.41813358664512634,0.3016824424266815,0.2983412444591522
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.00527203781530261,0.008831798657774925,0.007867580279707909,346004,0.19007164239883423,0.15137207508087158,0.19033756852149963,0.1524883657693863
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.008831798657774925,0.010317841544747353,0.009584026411175728,346003,0.19190683960914612,0.12600700557231903,0.19198058545589447,0.12909597158432007
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.010317841544747353,0.011900207959115505,0.011077911593019962,346004,0.18636266887187958,0.13327375054359436,0.18643616139888763,0.13568904995918274
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.011900207959115505,0.013978599011898041,0.012889525853097439,346003,0.19557589292526245,0.15911220014095306,0.1950494796037674,0.1637374460697174
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.013978599011898041,0.01708950102329254,0.015396599657833576,346003,0.2046041041612625,0.16974224150180817,0.2030956745147705,0.17758841812610626
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.01708950102329254,0.022640415281057355,0.019579239189624786,346004,0.20972664654254913,0.16958928108215332,0.20529544353485107,0.18299639225006104
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.022640415281057355,0.03590897396206856,0.02832040563225746,346003,0.23349271714687347,0.20808765292167664,0.22301310300827026,0.22799904644489288
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.03590897396206856,0.07706343829631809,0.051979564130306244,346004,0.2635638415813446,0.2580341696739197,0.24499012529850006,0.24427899718284607
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.07706343829631809,0.318260008096695,0.15712787210941315,346003,0.2789231240749359,0.2965727150440216,0.24849165976047516,0.24592182040214539
x,-0.2699999999999997,-0.21999999999999964,-0.24498027563095093,0.318260008096695,253.18609619140625,2.684622287750244,346003,0.30292052030563354,0.33843159675598145,0.2535761296749115,0.24811121821403503
x,-0.21999999999999964,-0.1699999999999996,-0.1950223445892334,0.005316904280334711,0.00876207547262311,0.007826480083167553,345279,0.15204638242721558,0.11905760318040848,0.1522854119539261,0.11997240036725998
