total_std_bin,total_std_lo,total_std_hi,pred_bin,pred_lo,pred_hi,n,mean_alpha,std_alpha,mean_GT,mean_pred,mean_total_std,axis
0,0.0050119683146476746,0.00774543983861804,3,-0.46999999999999986,-0.4199999999999998,195,-133.67140197753906,102.1230239868164,0.004386769607663155,-0.43365123867988586,0.00753270648419857,x
0,0.0050119683146476746,0.00774543983861804,4,-0.4199999999999998,-0.3699999999999998,29156,-64.8941421508789,84.19556427001953,-0.2028428465127945,-0.380367636680603,0.007115321233868599,x
0,0.0050119683146476746,0.00774543983861804,5,-0.3699999999999998,-0.31999999999999973,8218,-104.70842742919922,96.41851043701172,-0.08743944019079208,-0.34441593289375305,0.0071093980222940445,x
0,0.0050119683146476746,0.00774543983861804,6,-0.31999999999999973,-0.2699999999999997,12343,-127.50811004638672,105.99053955078125,-0.025437749922275543,-0.29324251413345337,0.007174304686486721,x
0,0.0050119683146476746,0.00774543983861804,7,-0.2699999999999997,-0.21999999999999964,15920,-130.3080291748047,118.82014465332031,-0.016855143010616302,-0.24435065686702728,0.007210388779640198,x
0,0.0050119683146476746,0.00774543983861804,8,-0.21999999999999964,-0.1699999999999996,17682,-114.07512664794922,144.20191955566406,-0.03619266301393509,-0.19471146166324615,0.007221306674182415,x
0,0.0050119683146476746,0.00774543983861804,9,-0.1699999999999996,-0.11999999999999955,17083,-102.81797790527344,188.85804748535156,-0.037796612828969955,-0.14570583403110504,0.007164555601775646,x
0,0.0050119683146476746,0.00774543983861804,10,-0.11999999999999955,-0.06999999999999951,14875,-89.39466094970703,299.5534362792969,-0.03283943608403206,-0.09540064632892609,0.007038939278572798,x
0,0.0050119683146476746,0.00774543983861804,11,-0.06999999999999951,-0.019999999999999463,15670,-60.89960861206055,759.0379028320312,-0.02403280697762966,-0.045294612646102905,0.007027200888842344,x
0,0.0050119683146476746,0.00774543983861804,12,-0.019999999999999463,0.030000000000000582,13444,-77.74898529052734,5814.0390625,0.0049408432096242905,0.004920346196740866,0.007041070144623518,x
0,0.0050119683146476746,0.00774543983861804,13,0.030000000000000582,0.08000000000000063,13693,-123.75000762939453,600.0157470703125,0.009682229720056057,0.05510590597987175,0.0070790862664580345,x
0,0.0050119683146476746,0.00774543983861804,14,0.08000000000000063,0.13000000000000067,14150,-146.06773376464844,298.219482421875,-0.003201134270057082,0.10484693199396133,0.007118519861251116,x
0,0.0050119683146476746,0.00774543983861804,15,0.13000000000000067,0.18000000000000071,13297,-140.82223510742188,205.63888549804688,-0.001219973317347467,0.15457294881343842,0.007191565819084644,x
0,0.0050119683146476746,0.00774543983861804,16,0.18000000000000071,0.23000000000000076,9848,-118.37056732177734,159.22625732421875,0.02888363040983677,0.20345722138881683,0.007193941157311201,x
0,0.0050119683146476746,0.00774543983861804,17,0.23000000000000076,0.2800000000000008,8088,-109.63604736328125,138.6171875,0.05684644356369972,0.25443822145462036,0.0070307026617228985,x
0,0.0050119683146476746,0.00774543983861804,18,0.2800000000000008,0.33000000000000085,6013,-100.64459991455078,122.4300765991211,0.09489463269710541,0.30368441343307495,0.006892441771924496,x
0,0.0050119683146476746,0.00774543983861804,19,0.33000000000000085,0.3800000000000009,25748,-39.65171432495117,73.4084243774414,0.2683853507041931,0.3707291781902313,0.0070075104013085365,x
0,0.0050119683146476746,0.00774543983861804,20,0.3800000000000009,0.43000000000000094,10708,-36.12281036376953,63.68153762817383,0.28736987709999084,0.3857297897338867,0.006994188297539949,x
1,0.00774543983861804,0.00878702886402607,2,-0.5199999999999999,-0.46999999999999986,202,-87.36155700683594,83.61495971679688,-0.13190113008022308,-0.4827108085155487,0.008396666496992111,x
1,0.00774543983861804,0.00878702886402607,3,-0.46999999999999986,-0.4199999999999998,710,-74.71150970458984,80.78388977050781,-0.17098625004291534,-0.4439060688018799,0.00830015167593956,x
1,0.00774543983861804,0.00878702886402607,4,-0.4199999999999998,-0.3699999999999998,27048,-66.01252746582031,76.6026382446289,-0.17351970076560974,-0.37989500164985657,0.008230103179812431,x
1,0.00774543983861804,0.00878702886402607,5,-0.3699999999999998,-0.31999999999999973,10553,-104.57667541503906,87.43392181396484,-0.04754810780286789,-0.3435225486755371,0.008267926052212715,x
1,0.00774543983861804,0.00878702886402607,6,-0.31999999999999973,-0.2699999999999997,13640,-98.71279907226562,105.0660400390625,-0.05549464374780655,-0.2943032681941986,0.008205145597457886,x
1,0.00774543983861804,0.00878702886402607,7,-0.2699999999999997,-0.21999999999999964,14511,-86.8611831665039,124.1142578125,-0.06948263943195343,-0.24495163559913635,0.008258405141532421,x
